file	obj	non_def	iter	time	best_time
runs/real-tries-10-rmax-5/france-departments.txt-k6	76	0	0	0	0
runs/real-tries-10-rmax-5/france-departments.txt-k8	76	0	0	0	0
runs/real-tries-10-rmax-5/geneva.txt-k2	22	0	1333	600.18	10.371
runs/real-tries-10-rmax-5/geneva.txt-k3	26	0	68	604.513	196.907
runs/real-tries-10-rmax-5/geneva.txt-k4	30	0	382	600.267	45.085
runs/real-tries-10-rmax-5/geneva.txt-k5	32	0	208	602.017	482.24
runs/real-tries-10-rmax-5/geneva.txt-k6	36	0	45	600.711	585.287
runs/real-tries-10-rmax-5/geneva.txt-k8	43	0	11	640.492	549.535
runs/real-tries-10-rmax-5/germany.txt-k2	8	0	5001	59.46	0.007
runs/real-tries-10-rmax-5/germany.txt-k3	10	0	2669	300.082	0
runs/real-tries-10-rmax-5/germany.txt-k4	11	0	419	300.526	0
runs/real-tries-10-rmax-5/germany.txt-k5	11	0	152	300.037	9.168
runs/real-tries-10-rmax-5/germany.txt-k6	12	0	83	302.897	3.391
runs/real-tries-10-rmax-5/germany.txt-k8	13	0	50	300.038	15.016
runs/real-tries-10-rmax-5/ghent.txt-k2	13	0	4993	300.084	0.189
runs/real-tries-10-rmax-5/ghent.txt-k3	15	0	306	300.504	0.123
runs/real-tries-10-rmax-5/ghent.txt-k4	16	0	107	300.876	79.93
runs/real-tries-10-rmax-5/ghent.txt-k5	18	0	872	300.203	3.531
runs/real-tries-10-rmax-5/ghent.txt-k6	19	0	374	300.15	4.764
runs/real-tries-10-rmax-5/ghent.txt-k8	22	0	66	308.084	180.235
runs/real-tries-10-rmax-5/gisborne.txt-k2	6	0	5000	12.246	0
runs/real-tries-10-rmax-5/gisborne.txt-k3	8	0	5000	55.718	0
runs/real-tries-10-rmax-5/gisborne.txt-k4	8	0	5001	165.883	0.005
runs/real-tries-10-rmax-5/gisborne.txt-k5	8	0	5001	248.644	0.005
runs/real-tries-10-rmax-5/gisborne.txt-k6	9	0	4924	300.026	0.001
runs/real-tries-10-rmax-5/gisborne.txt-k8	10	0	5000	76.196	0
runs/real-tries-10-rmax-5/hamburg.txt-k2	47	0	190	1207.57	402.272
runs/real-tries-10-rmax-5/hamburg.txt-k3	64	0	452	1201.56	216.879
runs/real-tries-10-rmax-5/hamburg.txt-k4	69	0	176	1205.79	1044.85
runs/real-tries-10-rmax-5/hamburg.txt-k5	82	0	21	1221.34	683.523
runs/real-tries-10-rmax-5/hamburg.txt-k6	82	0	0	0	0
runs/real-tries-10-rmax-5/hamburg.txt-k8	82	0	0	0	0
runs/real-tries-10-rmax-5/hampton.txt-k2	7	0	5000	16.316	0
runs/real-tries-10-rmax-5/hampton.txt-k3	8	0	5000	86.119	0
runs/real-tries-10-rmax-5/hampton.txt-k4	9	0	5000	248.152	0
runs/real-tries-10-rmax-5/hampton.txt-k5	9	0	2834	300.055	0.264
runs/real-tries-10-rmax-5/hampton.txt-k6	9	0	2223	300.024	0.2
runs/real-tries-10-rmax-5/hampton.txt-k8	11	0	4138	300.006	0
